Criminal ID,Age,Gender,Crime Type,Crime Location,Time of Crime,Weapon Used,Prior Offenses,Modus Operandi,Associated Gang,Psychological Profile,Footprint/Fingerprint Match,Escape Method,Conviction Status,Sentence Duration,Education Level,Job Status,Geographical Factor
4597,18-25,Female,Theft,Metro,Morning,Gun,Yes,Social Engineering,Yes,Opportunistic,No,Vehicle,Under Trial,N/A,High School,Employed,Urban
4598,36-50,Other,Assault,Metro,Evening,Knife,No,Social Engineering,Yes,Calculated,No,Vehicle,Acquitted,N/A,Undergraduate,Employed,Rural
4599,26-35,Female,Fraud,Metro,Morning,Gun,No,Brute Force,Yes,Calculated,No,Vehicle,Acquitted,N/A,Undergraduate,Employed,Urban
4600,18-25,Female,Drug Offense,Rural,Evening,Gun,No,Online Fraud,No,Opportunistic,Yes,None,Acquitted,N/A,Postgraduate,Student,Suburban
4601,18-25,Other,Kidnapping,Rural,Night,Gun,No,Social Engineering,No,Manipulative,No,Fake Identity,Convicted,Death,High School,Self-Employed,Rural
4602,51+,Male,Human Trafficking,Rural,Evening,None,Yes,Extortion,No,Opportunistic,No,Vehicle,Acquitted,N/A,Graduate,Self-Employed,Suburban
4603,26-35,Female,Theft,Metro,Night,Digital Tools,Yes,Brute Force,Yes,Aggressive,No,Fake Identity,Convicted,Long-term,Postgraduate,Employed,Suburban
4604,36-50,Female,Theft,Metro,Night,Gun,No,Extortion,Yes,Opportunistic,Yes,None,Under Trial,N/A,Undergraduate,Self-Employed,Urban
4605,18-25,Male,Cybercrime,Rural,Morning,Gun,No,Social Engineering,No,Manipulative,No,Fake Identity,Convicted,Life,Graduate,Unemployed,Rural
4606,18-25,Male,Drug Offense,Metro,Night,Knife,Yes,Breaking & Entering,Yes,Calculated,No,Fake Identity,Acquitted,N/A,Undergraduate,Employed,Urban
4607,51+,Male,Assault,City,Night,Digital Tools,Yes,Brute Force,Yes,Aggressive,No,Running,Convicted,Long-term,Graduate,Employed,Urban
4608,51+,Other,Assault,Metro,Evening,Knife,Yes,Online Fraud,No,Opportunistic,No,Vehicle,Under Trial,N/A,Graduate,Employed,Suburban
4609,36-50,Male,Kidnapping,Metro,Morning,Knife,Yes,Brute Force,No,Aggressive,No,Vehicle,Under Trial,N/A,Postgraduate,Self-Employed,Urban
4610,26-35,Male,Human Trafficking,Rural,Morning,None,No,Brute Force,Yes,Opportunistic,Yes,None,Acquitted,N/A,Undergraduate,Unemployed,Suburban
4611,51+,Female,Human Trafficking,City,Night,None,Yes,Social Engineering,No,Calculated,No,Running,Convicted,Life,High School,Student,Urban
4612,36-50,Female,Theft,City,Evening,Knife,No,Online Fraud,No,Calculated,Yes,Running,Under Trial,N/A,Postgraduate,Unemployed,Rural
4613,26-35,Other,Cybercrime,Metro,Night,Knife,No,Extortion,No,Opportunistic,Yes,Running,Acquitted,N/A,High School,Employed,Rural
4614,51+,Male,Drug Offense,Rural,Morning,Gun,Yes,Social Engineering,Yes,Opportunistic,No,Vehicle,Acquitted,N/A,Graduate,Unemployed,Rural
4615,36-50,Other,Kidnapping,City,Night,Digital Tools,No,Extortion,No,Calculated,No,None,Acquitted,N/A,Graduate,Self-Employed,Urban
4616,26-35,Other,Human Trafficking,City,Evening,Digital Tools,No,Brute Force,Yes,Calculated,No,None,Acquitted,N/A,Graduate,Student,Suburban
4617,26-35,Female,Cybercrime,City,Morning,Knife,No,Extortion,Yes,Aggressive,No,None,Acquitted,N/A,Graduate,Employed,Rural
4618,18-25,Other,Drug Offense,Metro,Night,Digital Tools,No,Online Fraud,Yes,Opportunistic,No,Fake Identity,Under Trial,N/A,High School,Unemployed,Rural
4619,51+,Male,Assault,City,Evening,Gun,No,Brute Force,No,Calculated,Yes,None,Under Trial,N/A,Postgraduate,Unemployed,Rural
4620,26-35,Other,Theft,Rural,Evening,Gun,Yes,Online Fraud,No,Opportunistic,No,Running,Acquitted,N/A,Graduate,Employed,Suburban
4621,51+,Female,Theft,City,Night,Knife,No,Online Fraud,Yes,Aggressive,No,Fake Identity,Acquitted,N/A,Graduate,Self-Employed,Rural
4622,36-50,Female,Drug Offense,Rural,Morning,Digital Tools,Yes,Social Engineering,Yes,Manipulative,Yes,Vehicle,Convicted,Long-term,High School,Student,Suburban
4623,18-25,Other,Kidnapping,Rural,Evening,Gun,No,Social Engineering,Yes,Aggressive,Yes,None,Convicted,Long-term,High School,Unemployed,Urban
4624,51+,Female,Drug Offense,Rural,Evening,Knife,Yes,Online Fraud,No,Calculated,No,Running,Convicted,Life,Undergraduate,Self-Employed,Rural
4625,51+,Male,Assault,Rural,Evening,Digital Tools,Yes,Brute Force,Yes,Opportunistic,No,Vehicle,Acquitted,N/A,Postgraduate,Student,Urban
4626,18-25,Male,Kidnapping,Rural,Evening,Digital Tools,Yes,Online Fraud,No,Opportunistic,No,Fake Identity,Acquitted,N/A,Graduate,Self-Employed,Suburban
4627,26-35,Female,Fraud,City,Evening,None,No,Social Engineering,No,Calculated,No,Fake Identity,Convicted,Long-term,Undergraduate,Student,Suburban
4628,51+,Female,Human Trafficking,City,Night,Knife,No,Breaking & Entering,Yes,Calculated,Yes,Running,Convicted,Long-term,Undergraduate,Employed,Urban
4629,51+,Male,Murder,Metro,Night,Digital Tools,No,Online Fraud,Yes,Aggressive,Yes,Vehicle,Convicted,Death,Postgraduate,Employed,Urban
4630,18-25,Female,Fraud,Metro,Evening,Knife,No,Social Engineering,Yes,Aggressive,Yes,Vehicle,Convicted,Life,Graduate,Self-Employed,Suburban
4631,36-50,Male,Fraud,City,Evening,None,Yes,Online Fraud,No,Calculated,No,Fake Identity,Acquitted,N/A,High School,Unemployed,Urban
4632,51+,Female,Murder,City,Evening,None,No,Breaking & Entering,Yes,Aggressive,No,Vehicle,Acquitted,N/A,Graduate,Unemployed,Suburban
4633,36-50,Other,Human Trafficking,Rural,Morning,Knife,No,Online Fraud,No,Manipulative,Yes,Vehicle,Convicted,Long-term,Graduate,Unemployed,Urban
4634,26-35,Male,Kidnapping,Metro,Evening,Knife,Yes,Online Fraud,No,Opportunistic,Yes,Vehicle,Convicted,Long-term,High School,Unemployed,Rural
4635,36-50,Other,Fraud,Metro,Night,Digital Tools,No,Breaking & Entering,No,Calculated,No,Fake Identity,Acquitted,N/A,High School,Self-Employed,Urban
4636,51+,Male,Fraud,Rural,Night,Digital Tools,Yes,Extortion,No,Manipulative,Yes,Fake Identity,Acquitted,N/A,Undergraduate,Self-Employed,Urban
4637,18-25,Female,Kidnapping,Rural,Morning,Digital Tools,No,Brute Force,Yes,Opportunistic,Yes,Vehicle,Acquitted,N/A,Undergraduate,Student,Urban
4638,36-50,Female,Kidnapping,Metro,Morning,Digital Tools,Yes,Brute Force,Yes,Calculated,Yes,None,Under Trial,N/A,High School,Unemployed,Urban
4639,36-50,Other,Assault,Metro,Night,None,Yes,Social Engineering,Yes,Manipulative,No,Vehicle,Under Trial,N/A,Undergraduate,Unemployed,Rural
4640,26-35,Other,Assault,Metro,Night,Knife,No,Brute Force,No,Manipulative,No,Vehicle,Acquitted,N/A,Postgraduate,Unemployed,Suburban
4641,18-25,Female,Cybercrime,City,Night,Gun,No,Social Engineering,Yes,Aggressive,No,Running,Convicted,Death,Postgraduate,Employed,Rural
4642,26-35,Female,Theft,Rural,Morning,Gun,Yes,Social Engineering,No,Opportunistic,Yes,Fake Identity,Acquitted,N/A,Postgraduate,Self-Employed,Suburban
4643,36-50,Other,Cybercrime,Metro,Evening,Knife,Yes,Brute Force,No,Opportunistic,Yes,Running,Under Trial,N/A,Undergraduate,Unemployed,Rural
4644,51+,Other,Kidnapping,City,Night,Digital Tools,Yes,Social Engineering,Yes,Opportunistic,No,None,Convicted,Death,High School,Self-Employed,Rural
4645,51+,Other,Fraud,City,Morning,None,No,Social Engineering,Yes,Aggressive,Yes,Fake Identity,Convicted,Long-term,High School,Employed,Rural
4646,36-50,Male,Assault,Rural,Evening,Digital Tools,No,Online Fraud,No,Aggressive,No,Vehicle,Under Trial,N/A,Postgraduate,Employed,Rural
4647,26-35,Other,Theft,City,Evening,Digital Tools,Yes,Extortion,No,Calculated,Yes,Fake Identity,Convicted,Long-term,Graduate,Student,Rural
4648,18-25,Male,Cybercrime,Rural,Night,Digital Tools,No,Social Engineering,No,Manipulative,No,None,Acquitted,N/A,High School,Self-Employed,Suburban
4649,18-25,Female,Drug Offense,Rural,Evening,Knife,Yes,Breaking & Entering,No,Manipulative,Yes,Fake Identity,Acquitted,N/A,Graduate,Unemployed,Rural
4650,51+,Male,Theft,City,Night,Digital Tools,No,Extortion,Yes,Opportunistic,Yes,None,Under Trial,N/A,High School,Self-Employed,Suburban
4651,51+,Other,Murder,Metro,Morning,Digital Tools,No,Online Fraud,Yes,Opportunistic,No,Running,Acquitted,N/A,Postgraduate,Employed,Suburban
4652,18-25,Male,Drug Offense,City,Night,None,No,Social Engineering,No,Opportunistic,Yes,None,Convicted,Death,Undergraduate,Employed,Rural
4653,18-25,Female,Murder,Rural,Evening,None,No,Extortion,No,Manipulative,Yes,None,Convicted,Short-term,Undergraduate,Student,Urban
4654,51+,Other,Fraud,Metro,Night,Knife,Yes,Brute Force,No,Aggressive,Yes,Fake Identity,Acquitted,N/A,High School,Unemployed,Rural
4655,36-50,Male,Cybercrime,City,Night,Knife,No,Brute Force,No,Manipulative,Yes,None,Acquitted,N/A,Graduate,Unemployed,Urban
4656,26-35,Male,Assault,City,Evening,Knife,Yes,Extortion,No,Opportunistic,Yes,Running,Acquitted,N/A,Postgraduate,Student,Rural
4657,18-25,Male,Human Trafficking,Metro,Evening,Knife,No,Breaking & Entering,No,Aggressive,No,None,Under Trial,N/A,Undergraduate,Student,Suburban
4658,51+,Other,Cybercrime,City,Morning,None,No,Online Fraud,Yes,Opportunistic,Yes,Vehicle,Under Trial,N/A,High School,Self-Employed,Rural
4659,51+,Male,Fraud,City,Evening,Gun,No,Social Engineering,Yes,Calculated,Yes,Vehicle,Acquitted,N/A,Graduate,Student,Urban
4660,36-50,Female,Kidnapping,Metro,Evening,Gun,No,Extortion,Yes,Opportunistic,Yes,None,Acquitted,N/A,Postgraduate,Student,Rural
4661,51+,Female,Kidnapping,City,Night,Gun,Yes,Brute Force,No,Opportunistic,No,None,Under Trial,N/A,Postgraduate,Unemployed,Urban
4662,36-50,Male,Assault,Rural,Morning,Gun,Yes,Breaking & Entering,No,Opportunistic,Yes,Vehicle,Convicted,Short-term,Postgraduate,Unemployed,Urban
4663,51+,Male,Fraud,Metro,Night,Gun,Yes,Online Fraud,Yes,Aggressive,Yes,Fake Identity,Under Trial,N/A,Graduate,Self-Employed,Urban
4664,26-35,Female,Drug Offense,Rural,Morning,Knife,No,Brute Force,No,Calculated,Yes,Vehicle,Convicted,Short-term,Graduate,Student,Suburban
4665,51+,Other,Human Trafficking,Metro,Morning,Digital Tools,No,Extortion,Yes,Manipulative,No,Fake Identity,Under Trial,N/A,Undergraduate,Unemployed,Urban
4666,36-50,Female,Cybercrime,Rural,Evening,Gun,Yes,Social Engineering,Yes,Manipulative,Yes,Running,Convicted,Short-term,Undergraduate,Self-Employed,Rural
4667,36-50,Other,Cybercrime,Rural,Morning,None,No,Extortion,No,Opportunistic,No,None,Under Trial,N/A,Undergraduate,Student,Rural
4668,36-50,Male,Human Trafficking,Rural,Morning,Gun,Yes,Online Fraud,Yes,Calculated,Yes,Vehicle,Acquitted,N/A,High School,Student,Urban
4669,51+,Female,Assault,Metro,Night,Gun,Yes,Extortion,No,Calculated,Yes,Vehicle,Under Trial,N/A,High School,Employed,Suburban
4670,26-35,Female,Assault,City,Morning,Digital Tools,Yes,Breaking & Entering,Yes,Manipulative,Yes,Running,Acquitted,N/A,Undergraduate,Employed,Urban
4671,26-35,Male,Cybercrime,Metro,Morning,Knife,Yes,Social Engineering,Yes,Opportunistic,No,Running,Under Trial,N/A,Undergraduate,Unemployed,Rural
4672,18-25,Female,Cybercrime,City,Evening,Digital Tools,Yes,Brute Force,Yes,Opportunistic,Yes,Running,Acquitted,N/A,Undergraduate,Employed,Rural
4673,51+,Male,Fraud,City,Night,Gun,Yes,Breaking & Entering,Yes,Manipulative,Yes,Fake Identity,Convicted,Long-term,Undergraduate,Employed,Rural
4674,51+,Female,Cybercrime,Rural,Night,Digital Tools,No,Breaking & Entering,Yes,Aggressive,No,Vehicle,Convicted,Short-term,Postgraduate,Self-Employed,Rural
4675,18-25,Male,Cybercrime,City,Night,None,No,Online Fraud,Yes,Manipulative,Yes,Running,Under Trial,N/A,High School,Unemployed,Rural
4676,36-50,Male,Kidnapping,Metro,Night,None,No,Online Fraud,Yes,Calculated,No,Running,Acquitted,N/A,Undergraduate,Employed,Rural
4677,51+,Other,Human Trafficking,City,Night,Knife,No,Online Fraud,No,Opportunistic,No,Running,Acquitted,N/A,Undergraduate,Self-Employed,Suburban
4678,36-50,Other,Murder,Rural,Morning,None,Yes,Extortion,No,Aggressive,Yes,Vehicle,Under Trial,N/A,High School,Employed,Suburban
4679,18-25,Male,Human Trafficking,City,Night,Gun,Yes,Extortion,Yes,Calculated,Yes,Running,Convicted,Death,Graduate,Self-Employed,Urban
4680,51+,Other,Murder,Metro,Night,Gun,No,Extortion,Yes,Calculated,Yes,Fake Identity,Acquitted,N/A,High School,Student,Urban
4681,51+,Male,Murder,Rural,Morning,Knife,Yes,Extortion,No,Aggressive,Yes,Fake Identity,Convicted,Short-term,Graduate,Unemployed,Suburban
4682,26-35,Female,Human Trafficking,City,Evening,Gun,No,Brute Force,Yes,Manipulative,No,None,Convicted,Long-term,Undergraduate,Student,Suburban
4683,18-25,Other,Drug Offense,City,Evening,Gun,No,Brute Force,Yes,Opportunistic,Yes,Vehicle,Under Trial,N/A,Undergraduate,Unemployed,Rural
4684,26-35,Other,Kidnapping,Metro,Morning,Digital Tools,No,Breaking & Entering,No,Calculated,Yes,Vehicle,Acquitted,N/A,Undergraduate,Employed,Urban
4685,36-50,Male,Fraud,City,Morning,Digital Tools,Yes,Social Engineering,No,Aggressive,Yes,Running,Under Trial,N/A,Graduate,Student,Suburban
4686,26-35,Other,Human Trafficking,Metro,Evening,Gun,Yes,Brute Force,No,Opportunistic,No,Fake Identity,Convicted,Long-term,High School,Student,Suburban
4687,36-50,Male,Human Trafficking,Rural,Morning,None,No,Online Fraud,Yes,Opportunistic,Yes,Fake Identity,Under Trial,N/A,High School,Employed,Urban
4688,36-50,Other,Cybercrime,Metro,Morning,None,No,Online Fraud,No,Opportunistic,Yes,Vehicle,Acquitted,N/A,Postgraduate,Unemployed,Rural
4689,26-35,Other,Human Trafficking,Metro,Morning,Digital Tools,Yes,Brute Force,Yes,Manipulative,Yes,None,Acquitted,N/A,High School,Employed,Rural
4690,36-50,Other,Theft,City,Morning,Gun,Yes,Breaking & Entering,Yes,Aggressive,No,Vehicle,Convicted,Short-term,Graduate,Self-Employed,Rural
4691,18-25,Male,Murder,Metro,Evening,Gun,Yes,Extortion,Yes,Calculated,Yes,Vehicle,Convicted,Life,Undergraduate,Unemployed,Rural
4692,36-50,Female,Fraud,City,Morning,Gun,Yes,Social Engineering,No,Opportunistic,Yes,Running,Under Trial,N/A,Graduate,Unemployed,Rural
4693,36-50,Male,Human Trafficking,City,Night,Digital Tools,Yes,Breaking & Entering,No,Calculated,No,Running,Convicted,Short-term,Graduate,Student,Urban
4694,26-35,Female,Theft,Metro,Morning,Knife,No,Online Fraud,No,Calculated,No,Fake Identity,Acquitted,N/A,Graduate,Unemployed,Urban
4695,26-35,Other,Murder,Rural,Night,Gun,No,Online Fraud,Yes,Manipulative,Yes,Fake Identity,Convicted,Life,Postgraduate,Student,Suburban
4696,18-25,Male,Murder,Metro,Evening,None,Yes,Brute Force,Yes,Manipulative,No,Fake Identity,Convicted,Life,Graduate,Self-Employed,Rural
4697,36-50,Other,Fraud,Rural,Evening,Knife,No,Online Fraud,No,Manipulative,Yes,None,Under Trial,N/A,Postgraduate,Unemployed,Urban
4698,18-25,Other,Theft,Rural,Evening,Digital Tools,Yes,Breaking & Entering,No,Manipulative,Yes,Fake Identity,Convicted,Death,Graduate,Self-Employed,Urban
4699,36-50,Male,Drug Offense,Metro,Night,None,No,Extortion,Yes,Aggressive,No,None,Convicted,Short-term,Postgraduate,Unemployed,Urban
4700,18-25,Male,Drug Offense,City,Night,None,Yes,Online Fraud,No,Opportunistic,Yes,None,Acquitted,N/A,High School,Employed,Urban
4701,51+,Other,Murder,Metro,Night,Digital Tools,No,Breaking & Entering,Yes,Calculated,No,Fake Identity,Convicted,Life,Postgraduate,Self-Employed,Urban
4702,36-50,Other,Murder,City,Evening,Knife,Yes,Social Engineering,Yes,Manipulative,Yes,Vehicle,Acquitted,N/A,High School,Student,Rural
4703,51+,Female,Theft,City,Night,None,Yes,Online Fraud,Yes,Opportunistic,Yes,Running,Under Trial,N/A,High School,Unemployed,Rural
4704,18-25,Male,Assault,Metro,Evening,Knife,Yes,Extortion,Yes,Aggressive,Yes,Vehicle,Under Trial,N/A,Undergraduate,Student,Urban
4705,36-50,Male,Theft,Metro,Evening,Digital Tools,Yes,Brute Force,No,Aggressive,Yes,Running,Under Trial,N/A,Undergraduate,Unemployed,Suburban
4706,18-25,Other,Drug Offense,City,Morning,None,No,Social Engineering,Yes,Manipulative,Yes,None,Convicted,Long-term,Undergraduate,Unemployed,Suburban
4707,18-25,Other,Human Trafficking,Rural,Night,Knife,Yes,Brute Force,Yes,Opportunistic,Yes,None,Acquitted,N/A,Graduate,Employed,Suburban
4708,26-35,Female,Fraud,City,Morning,Digital Tools,Yes,Brute Force,No,Calculated,No,None,Acquitted,N/A,High School,Unemployed,Urban
4709,51+,Male,Murder,Metro,Morning,Gun,No,Breaking & Entering,No,Opportunistic,Yes,None,Acquitted,N/A,High School,Student,Urban
4710,36-50,Female,Kidnapping,City,Night,Digital Tools,Yes,Extortion,No,Aggressive,No,Fake Identity,Under Trial,N/A,Undergraduate,Employed,Rural
4711,36-50,Female,Kidnapping,City,Night,Gun,Yes,Breaking & Entering,No,Opportunistic,Yes,Vehicle,Under Trial,N/A,Postgraduate,Student,Urban
4712,26-35,Male,Drug Offense,Metro,Night,Digital Tools,Yes,Online Fraud,Yes,Manipulative,No,Vehicle,Acquitted,N/A,Graduate,Student,Rural
4713,51+,Female,Human Trafficking,Rural,Morning,Digital Tools,No,Extortion,Yes,Aggressive,No,Running,Under Trial,N/A,Undergraduate,Employed,Urban
4714,51+,Male,Drug Offense,Rural,Morning,None,Yes,Online Fraud,Yes,Aggressive,Yes,None,Convicted,Long-term,Graduate,Employed,Urban
4715,51+,Male,Drug Offense,Metro,Night,Gun,No,Extortion,No,Calculated,No,Fake Identity,Convicted,Life,Postgraduate,Self-Employed,Suburban
4716,18-25,Female,Theft,Rural,Evening,Gun,Yes,Online Fraud,No,Calculated,Yes,Vehicle,Convicted,Short-term,Postgraduate,Self-Employed,Urban
4717,51+,Female,Kidnapping,Metro,Night,None,Yes,Breaking & Entering,No,Aggressive,Yes,None,Acquitted,N/A,Undergraduate,Self-Employed,Suburban
4718,36-50,Female,Assault,Metro,Morning,Digital Tools,No,Breaking & Entering,Yes,Aggressive,Yes,Vehicle,Convicted,Short-term,Postgraduate,Employed,Urban
4719,18-25,Other,Drug Offense,Rural,Evening,Digital Tools,No,Extortion,No,Aggressive,Yes,Fake Identity,Convicted,Life,High School,Unemployed,Rural
4720,51+,Female,Theft,City,Night,Digital Tools,Yes,Breaking & Entering,Yes,Aggressive,No,None,Under Trial,N/A,High School,Self-Employed,Suburban
4721,36-50,Male,Fraud,Rural,Morning,Knife,No,Brute Force,No,Calculated,No,Fake Identity,Under Trial,N/A,Postgraduate,Self-Employed,Suburban
4722,18-25,Male,Murder,City,Morning,None,No,Brute Force,No,Manipulative,Yes,Vehicle,Under Trial,N/A,Graduate,Student,Rural
4723,36-50,Female,Human Trafficking,City,Morning,Knife,No,Social Engineering,No,Calculated,No,None,Acquitted,N/A,High School,Self-Employed,Suburban
4724,18-25,Other,Theft,Metro,Night,Knife,No,Social Engineering,No,Opportunistic,No,None,Under Trial,N/A,High School,Employed,Rural
4725,36-50,Male,Kidnapping,City,Morning,None,Yes,Breaking & Entering,Yes,Aggressive,Yes,Fake Identity,Acquitted,N/A,Undergraduate,Self-Employed,Urban
4726,36-50,Other,Drug Offense,Rural,Night,None,No,Online Fraud,No,Aggressive,No,None,Convicted,Life,Undergraduate,Unemployed,Suburban
4727,26-35,Other,Murder,City,Morning,Gun,No,Brute Force,Yes,Calculated,No,Running,Under Trial,N/A,High School,Student,Suburban
4728,18-25,Male,Human Trafficking,Metro,Morning,Gun,No,Extortion,Yes,Aggressive,No,Fake Identity,Under Trial,N/A,Postgraduate,Self-Employed,Suburban
4729,36-50,Male,Murder,Metro,Morning,Knife,Yes,Extortion,No,Calculated,No,Running,Acquitted,N/A,Graduate,Employed,Urban
4730,26-35,Female,Drug Offense,City,Evening,Knife,Yes,Social Engineering,Yes,Aggressive,No,Vehicle,Convicted,Life,Graduate,Self-Employed,Urban
4731,26-35,Other,Human Trafficking,City,Morning,None,Yes,Social Engineering,Yes,Manipulative,No,Vehicle,Acquitted,N/A,Postgraduate,Self-Employed,Rural
4732,51+,Male,Fraud,Rural,Morning,Gun,Yes,Extortion,Yes,Manipulative,Yes,None,Under Trial,N/A,Postgraduate,Employed,Suburban
4733,36-50,Other,Fraud,Metro,Evening,None,No,Online Fraud,No,Calculated,Yes,None,Under Trial,N/A,High School,Self-Employed,Urban
4734,36-50,Female,Theft,Rural,Evening,Knife,Yes,Extortion,No,Opportunistic,No,Fake Identity,Convicted,Death,Undergraduate,Unemployed,Suburban
4735,26-35,Female,Assault,Rural,Evening,Digital Tools,Yes,Extortion,No,Calculated,No,Vehicle,Acquitted,N/A,Postgraduate,Employed,Suburban
4736,36-50,Male,Murder,Rural,Morning,Gun,Yes,Extortion,No,Manipulative,No,Fake Identity,Under Trial,N/A,Graduate,Student,Suburban
4737,51+,Female,Assault,City,Morning,Gun,Yes,Extortion,Yes,Manipulative,Yes,Fake Identity,Under Trial,N/A,Graduate,Student,Rural
4738,51+,Female,Human Trafficking,City,Morning,Knife,No,Breaking & Entering,No,Aggressive,Yes,Running,Acquitted,N/A,Graduate,Employed,Urban
4739,51+,Male,Kidnapping,Rural,Night,Knife,Yes,Social Engineering,Yes,Opportunistic,Yes,None,Acquitted,N/A,High School,Self-Employed,Suburban
